group,variable,col,value
4/12/19,Suncorp,Change,"[{""url"":""https://www.suncorp.com.au/insurance"",""removed_content"":[],""added_content"":[""0/200"",""Additional Feedback"",""Your session will expire in two minutes."",""Did we save you from making a call?"",""Uh oh, looks like AAMI's virtual assistant is temporarily unavailable."",""AAMI's Virtual Assistant"",""Yes"",""Start a live chat?"",""Submit"",""Skip to End of Chat"",""Do you wish to continue?"",""Alme:"",""Please type a message to continue."",""No"",""You can try again later or visit our Help Centre."",""Go to Help Centre"",""Need Help?"",""Cancel""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/home.html"",""removed_content"":[""CLOUD, getContent, 117ms""],""added_content"":[""0/200"",""CLOUD, getContent, 282ms"",""You can try again later or visit our Help Centre."",""Your session will expire in two minutes."",""Cancel"",""Additional Feedback"",""Did we save you from making a call?"",""Uh oh, looks like AAMI's virtual assistant is temporarily unavailable."",""Yes"",""Start a live chat?"",""Submit"",""Do you wish to continue?"",""Skip to End of Chat"",""Please type a message to continue."",""Go to Help Centre"",""Need Help?"",""AAMI's Virtual Assistant"",""Alme:"",""No""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/car.html"",""removed_content"":[""0"",""5.0""],""added_content"":[""Previous"",""0/200"",""You can try again later or visit our Help Centre."",""Your session will expire in two minutes."",""Chat to us here."",""Cancel"",""Additional Feedback"",""Did we save you from making a call?"",""Uh oh, looks like AAMI's virtual assistant is temporarily unavailable."",""Yes"",""Start a live chat?"",""Submit"",""Do you wish to continue?"",""Skip to End of Chat"",""Please type a message to continue."",""Go to Help Centre"",""Need Help?"",""4.6"",""Next"",""AAMI's Virtual Assistant"",""978"",""Alme:"",""Need help choosing Car Insurance?"",""No""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/life.html"",""removed_content"":[],""added_content"":[""Previous"",""0/200"",""You can try again later or visit our Help Centre."",""Your session will expire in two minutes."",""Cancel"",""Additional Feedback"",""Did we save you from making a call?"",""Uh oh, looks like AAMI's virtual assistant is temporarily unavailable."",""Yes"",""Submit"",""Do you wish to continue?"",""Skip to End of Chat"",""Please type a message to continue."",""Go to Help Centre"",""Need Help?"",""Next"",""AAMI's Virtual Assistant"",""Alme:"",""No""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/health.html"",""removed_content"":[],""added_content"":[""0/200"",""This rebate is income tested."",""This cover is for a"",""1"",""Yearly"",""[who]"",""VIEW POLICY BOOKLET"",""$105k - $140k"",""We will email you your quote"",""Build your policy"",""I have an income of"",""Your session will expire in two minutes."",""Private Health Insurance is GST free."",""Contact details"",""Explore 0 Extras Cover options"",""Half-yearly"",""weekly"",""Queensland"",""(optional)"",""We will only use your phone number to contact you about your quote"",""Go to Help Centre"",""As a result of these changes, your previous quote has expired."",""Hospital Covers"",""Your final premium may be adjusted based on information regarding your existing policy provided by your current health fund (where relevant)."",""I live in"",""A rebate of 16.706% will be applied to your quote (Tier 1)"",""Please select your state or territory"",""Australian Capital Territory"",""Summary"",""YOU"",""OR"",""3"",""$0.00*"",""Weekly"",""Single Parent"",""$90k - $105k"",""Send"",""Important information"",""Single"",""EXTRAS"",""Explore 0 Hospital Cover options"",""Email your quote"",""0 ITEMS ADDED"",""[$$$]"",""Did we save you from making a call?"",""Yes"",""Submit"",""and"",""[where]"",""South Australia"",""For more information visit"",""OK"",""REQUEST A CALL BACK"",""Alme:"",""To make private health insurance more affordable the Federal Government provides a rebate to many Australians."",""Not ready to buy?"",""Victoria"",""Find out how these changes deliver more value to you"",""A rebate of 8.352% will be applied to your quote (Tier 2)"",""Thank you for retrieving a previously saved quote."",""Suncorp Health Insurance call back"",""$0.00"",""/"",""You can try again later or visit our Help Centre."",""or purchase them individually"",""www.privatehealth.gov.au"",""Who is this cover for?"",""purchase them individually"","", located in"",""cover"","", or start a new quote to view our new product range."",""New South Wales"",""Step"",""EDIT"",""Cancel"",""ADD"",""Additional Feedback"",""My date of birth is"",""Uh oh, looks like AAMI's virtual assistant is temporarily unavailable."",""Do you wish to continue?"",""Skip to End of Chat"",""Quarterly"",""I'd rather not say"",""Need Help?"",""No rebate will be applied to your quote (Tier 3)"",""Tasmania"",""AAMI's Virtual Assistant"",""Couple"",""Monthly"",""Session Timeout"",""View quote summary"",""My date of birth"",""Less than $90k"",""*This price includes a 4% Direct Debit Discount."",""*These prices include a 4% Direct Debit Discount."",""Fortnightly"",""HOSPITAL"",""2"",""A rebate of 25.059% will be applied to your quote (Base Tier)"",""Family"",""A rebate of 25.059% will be applied to your quote"",""[when]"",""Important Product & Pricing Information"",""Northern Territory"",""Western Australia"",""Start a live chat?"",""of"",""Your session has timed out due to inactivity"",""Please type a message to continue."",""Combine"",""Please be advised the product has changed due to Government initiated Private Health Insurance Reforms introduced from 1 April 2019."",""Income"",""Continue"",""Your quote"",""No"",""Your quote applies the Australian Government's Lifetime Health Cover loading based on the information provided above."",""Greater than $140k""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/travel.html"",""removed_content"":[],""added_content"":[""0/200"",""Additional Feedback"",""Your session will expire in two minutes."",""Did we save you from making a call?"",""Uh oh, looks like AAMI's virtual assistant is temporarily unavailable."",""AAMI's Virtual Assistant"",""Yes"",""You can try again later or visit our Help Centre."",""Start a live chat?"",""Submit"",""Skip to End of Chat"",""Do you wish to continue?"",""Alme:"",""Please type a message to continue."",""No"",""Go to Help Centre"",""Need Help?"",""Cancel""],""content_changed"":true}]"
4/12/19,NRMA,No Change,"[{""url"":""https://www.nrma.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.nrma.com.au/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.nrma.com.au/travel-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.nrma.com.au/home-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
4/12/19,Real Insurance,Change,"[{""url"":""https://www.realinsurance.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/car-insurance"",""removed_content"":[""S**t company with zero customer care interests..."",""Easiest & cheapest car insurance!"",""Quick  and easy process"",""I have never been involved with such a competent insurance company i am so impressed.."",""Jill Mckellar -  Rated 5 out of 5"",""493"",""Some of the worst i have ever known."",""The best ever"",""they do not offer a kilometre based incurance package."",""Very simple and asy to use app to get car insurance quote."",""not happy at all."",""shocking company and i am still waiting for my refund."",""This is by far the easiest and cheapest car insurance company to deal with."",""Glenn Carter -  Rated 5 out of 5"",""i saved over $1,200 dollars switching  from nrma, who i had been with for over 22 years."",""Easy to use quoting system and competitively priced"",""Ben Cowell -  Rated 1 out of 5"",""best value for money, i can highly recommend!"",""Easy peasy"",""Simple to use app and friendly call centrehelp""],""added_content"":[""John Ashby -  Rated 5 out of 5"",""thanks a lot."",""Great service from real insurance."",""it was all made very easy to understand."",""Very professional and quick service."",""the chap on the other end of the phone knew what he was doing without a script so therefore i was confident..."",""They are all very friendly and  helpful but hard to understand when trying to talk on the phone"",""572"",""Good price and easy to buy."",""The people ihave spoke to were all very nice but..."",""Happy customer"",""I switched from one policy to another when i changed my address."",""Very prompt service and prompt refund."",""the advice, service and deal i accepted were excellent."",""As an existing customer i contacted real insurance re a second motor vehicle policy."",""i had to ask them to repeat them selves on many occasions and as a result spelt my name wrong on my email so i never..."",""They understood what i required and it was not a problem.""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/home-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/landlords-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/life-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/income-protection-insurance"",""removed_content"":[""4.3"",""334""],""added_content"":[""4.5"",""346""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/pet-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/funeral-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/travel-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/bike-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
4/12/19,Bingle,No Change,"[{""url"":""https://www.bingle.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
4/12/19,Virgin Money,No Change,"[{""url"":""https://virginmoney.com.au/insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/income-protection"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/life-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/travel-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
4/12/19,Suncorp,Change,"[{""url"":""https://www.suncorp.com.au/insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/home.html"",""removed_content"":[""CLOUD, getContent, 445ms""],""added_content"":[""CLOUD, getContent, 117ms""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/car.html"",""removed_content"":[""Date published: 2019-10-03"",""Date published: 2019-10-28"",""The conversational manner of the application was brilliant, too often boring insurance companies don't use plain language."",""JACCLS"",""Price was excellent and service just as good."",""is rated"",""bvseo_bulk, prod_bvrr, vn_bulk_3.0.3"",""Date published: 2019-10-10"",""Easy, user friendly."",""Cost of cover is affordable, obtaining an online quote was fast and simple."",""cp_1, bvpage1"",""Date published: 2019-07-20"",""Affordable Quality Insurance"",""971"",""from"",""Johnny73"",""Rhesus monkeys could do it, now that's easy"",""3"",""Date published: 2019-10-14"",""Shopped around online as well and came back to Suncorp"",""Rated"",""Poor website, poor rewards for loyalty"",""Well done"",""4"",""The process of getting a quote is tiresome as the dropdown boxes do not work very well, required multiple attempts to get them to change."",""CLOUD, getContent, 120ms"",""Jodie"",""Please contact me when possible."",""Easy to follow"",""It is very misleading in terms of price."",""Date published: 2019-10-31"",""I was pleasantly surprised"",""Date published: 2019-09-29"",""Every year I renew my car insurance as a new customer as the renewal price is always more expensive for existing customers-very poor."",""Great value n easy to talk to someone n extra coverage you can get aswel"",""Pleaselookafteryourcustom"",""I have never bought insurance online before."",""loc_en_AU, sid_in.sun.insurance.car.insurance, prod, sort_[SortEntry(order=SUBMISSION_TIME, direction=DESCENDING)]"",""The premium quoted by the online tool did not included any voluntary excess, however after payment made, there is any extra $200 excess in the certificate of insurance."",""Silver Fox"",""by"",""Thank you"",""Price misleading"",""Jack M"",""Luckily the product is OK otherwise I would go elsewhere."",""I have taken photos to prove the online quote without voluntary excess."",""Melissa87"",""Anonymous"",""y_2019, m_12, d_2, h_2"",""Great features n rates plus extra"",""clientName_suncorp"",""Affordable Comprehensive Insurance which is great for younger people and it was only $11 more for windscreen replacement."",""Car Insurance Reviews - page 2"",""co_hasreviews, tv_0, tr_971"",""Easy"",""Easy As!"",""I highly recommend Suncorp"",""Date published: 2019-09-06"",""4.6"",""I will ask for the difference to be refunded.""],""added_content"":[""bvseo-msg: userAgent in BVParameters is null."",""CLOUD, getContent, 2ms"","";""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/life.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/health.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/travel.html"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
4/12/19,Budget Direct,Change,"[{""url"":""https://www.budgetdirect.com.au"",""removed_content"":[""a hire car following an accident, or flood cover for your home); only pay for what you want."",""24/7 Claims"",""You can customise your cover by adding one or more optional extras to your policy (e.g."",""26,909 Reviews"",""We guarantee the repairs to your car for as long as you own it and also stand behind our home repairs, including the materials and workmanship."",""Winner of Money Magazine’s Insurer of the Year title in 2017, 2018 and 2019 and Best of the Best Winner for  Car Insurance and  Home & Contents Insurance in 2019."",""with Budget Direct"",""See more ways Budget Direct has"",""See"",""Guaranteed repairs"",""Award-Winning"",""4.5"",""Insurance Solved"",""You can lodge your car or home insurance claim over the phone or online at any time of the day or night, 365 days a year."",""|"",""for you"",""*"",""Tailor Made Insurance"",""Customers rate us"",""all our awards""],""added_content"":[""We are here to help."",""Travel"",""Get a car insurance quote online"",""Buy Travel Insurance online and save 15%"",""CANSTAR Outstanding Value Car Insurance NSW 2010 - 2019"",""Click to make a claim"",""Cover for cancellation fees and lost deposits on prepaid travel, accommodation, meals, tours and activities, and visas if your trip is cancelled due to an insured event; and travel delay expenses."",""Cancellations and delays"",""Cover for replacing your passport, visas, travel money cards, traveller's cheques and credit cards if they're lost, stolen or damaged."",""Choose from a range of cover types to suit your needs."",""Pre-existing medical conditions"",""Chat"",""Insurance Solved with Budget Direct"",""Live chat"",""Affected by the Bush Fires?"",""Unlimited amount for emergency medical, dental, surgical and hospital treatment and ambulance costs if you suffer an illness or injury on your international trip (excluding pregnancy and childbirth)."",""– it takes just two minutes."",""See PDS for full details"",""Cover for 27 pre-existing medical conditions."",""Travel documents, credit cards and traveller's cheques"",""Limits, Terms & Conditions apply."",""Get peace of mind with Travel Insurance from Budget Direct."",""Overseas medical and hospital expenses""],""content_changed"":true},{""url"":""https://www.budgetdirect.com.au/car-insurance.html"",""removed_content"":[""206"",""{comparitron-disclaimer}"",""###""],""added_content"":[""Please compare for yourself."",""Chat"",""Figures represent average savings based on data provided to us by new customers who switched online to Budget Direct's Comprehensive Car Insurance between 01/02/2019 and 31/07/2019."",""Live chat"",""223"",""Individual circumstances and policy terms may vary.""],""content_changed"":true},{""url"":""https://www.budgetdirect.com.au/home-contents-insurance.html"",""removed_content"":[""{comparitron-disclaimer}"",""###""],""added_content"":[""We are here to help."",""Please compare for yourself."",""Chat"",""Live chat"",""305"",""Figures represent average savings based on data provided to us by new customers who switched online to Budget Direct's combined Home & Contents Insurance between 01/02/2019 and 31/07/2019."",""Affected by the Bush Fires?"",""Individual circumstances and policy terms may vary."",""Click to make a claim""],""content_changed"":true},{""url"":""https://www.budgetdirect.com.au/travel-insurance.html"",""removed_content"":[""Best Travel Insurance — Comprehensive"",""Exceptional Value Basic Travel Insurance"",""Back-to-back winner (2018 and 2019) of Finder's"",""title and Mozo's Experts Choice award for""],""added_content"":[""Simply purchase a Travel Insurance policy today and you'll go into the draw to"",""WIN $10,000"",""*"",""Chat"",""Upgrade your holiday on us!"",""Buy Travel Insurance for your chance to"",""Live chat"",""WIN $10,000, cash!"",""Terms and Conditions apply.""],""content_changed"":true}]"
4/12/19,Apia,Change,"[{""url"":""https://www.apia.com.au"",""removed_content"":[],""added_content"":[""No"",""Yes"",""Start a live chat?""],""content_changed"":true},{""url"":""https://www.apia.com.au/car-insurance.html"",""removed_content"":[""REVIEWS, PRODUCT"",""from"",""Car Insurance Reviews - page 2"",""clientName_apia"",""bvseo_sdk, java_sdk, bvseo-3.1.1"",""1208"",""is rated"",""by"",""Easier than Ithought"",""Easy to follow promps, no hassle questions."",""Rated"",""5.0"",""CLOUD, getContent, 114ms"",""Date published: 2019-09-06"",""Date published: 2019-11-27"",""Date published: 2019-11-02"",""co_hasreviews, tv_35, tr_1173"",""Date published: 2019-11-05"",""Trevor"",""bvseo_bulk, prod_bvrr, vn_bulk_3.0.3"",""Would recommend to others."",""Date published: 2019-09-19"",""Date published: 2019-09-22"",""0"",""y_2019, m_12, d_2, h_2"",""loc_en_AU, sid_in.apia.car.buy, prod, sort_[SortEntry(order=SUBMISSION_TIME, direction=DESCENDING)]"",""Date published: 2019-10-13""],""added_content"":[""4 out of 5"",""Read reviews for Car Insurance"",""Filter by Level of cover:"",""3 months ago"",""1"",""◄"",""2019-12-04T02:37+00:00"",""a month ago"",""Female"",""Select to filter reviews with 1 star."",""Your location:"",""Regional/Other Victoria"",""Features and benefits:"",""Overall"",""916"",""Filter Reviews"",""Next Reviews"",""Your gender:"",""✘"",""Third Party Car Insurance"",""Queensland"",""Filter by Your life stage:"",""Clear All Filters"",""4 stars"",""≡"",""The whole process was easy and painless, particularly following the loss of our previous car (stolen)"",""6"",""5 out of 5 stars."",""▼"",""6 reviews with 1 star."",""Retiree"",""7 days ago"",""Australian Capital Territory"",""<50"",""loc_en_AU, in.apia.car.buy, prd, sort_mostRecent"",""50-59"",""Oldest"",""3"",""Your life stage:"",""Third Party Fire and Theft"",""Filter by Your age:"",""Lowest to Highest Rating"",""261"",""Rating"",""bvseo_fps, prod_bvrr, vn_firebird_1.0.43"",""Your age:"",""This action will navigate to reviews."",""Select to filter reviews with 4 stars."",""Single"",""Rating Snapshot"",""Male"",""Melbourne Metro Victoria"",""916 reviews with 5 stars."",""Yes"",""Select to filter reviews with 2 stars."",""Value for money:"",""Sydney Metro NSW"",""South Australia"",""·"",""★"",""Regional/Other NSW"",""4.7 out of 5 stars."",""Filter by Your location:"",""Featured"",""Filter by Your gender:"",""Select a row below to filter reviews."",""Most Relevant"",""Other"",""Amazingly easy and fast."",""5 reviews with 2 stars."",""21 reviews with 3 stars."",""Average Customer Ratings"",""Select to filter reviews with 3 stars."",""21"",""Ease of purchase:"",""Scotty69"",""Previous Reviews"",""Clicking on the following button will update the content below"",""stars"",""261 reviews with 4 stars."",""Empty nester"",""co_hasreviews, co_noquestions, tv_1209, tr_1174"",""5 stars"",""?"",""70-79"",""Filter by Rating"",""Tasmania"",""1–8 of 1209 Reviews"",""60-69"",""Couple"",""►"",""Display a popup with information about Relevancy Sort."",""Remove Filter"",""Clear All"",""1 star"",""5 out of 5"",""1209"",""Reviews"",""3 stars"",""2"",""Family"",""4"",""Sort by:"",""2 stars"",""Active Filters"",""Northern Territory"",""Western Australia"",""★★★★★"",""Most Recent"",""Start a live chat?"",""Level of cover:"",""4.8"",""80+"",""Highest to Lowest Rating"",""4.6"",""Select to filter reviews with 5 stars."",""Most Helpful"",""2 months ago"",""No"",""5 days ago""],""content_changed"":true},{""url"":""https://www.apia.com.au/home-insurance.html"",""removed_content"":[""CLOUD, getContent, 96ms"",""5.0"",""0""],""added_content"":[""CLOUD, getContent, 363ms"",""No"",""Yes"",""Start a live chat?""],""content_changed"":true},{""url"":""https://www.apia.com.au/travel-insurance.html"",""removed_content"":[],""added_content"":[""No"",""Yes"",""Start a live chat?""],""content_changed"":true}]"
4/12/19,AAMI,Change,"[{""url"":""https://www.aami.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.aami.com.au/car-insurance.html"",""removed_content"":[""Easy to navigate"",""y_2019, m_12, d_1, h_2"",""Was a quick and easy quote to do online and a great price that no one else came close to matching."",""CLOUD, getContent, 129ms"",""4618"",""co_hasreviews, tv_116, tr_4502"",""argee65"",""Glad I remembered to give AAMI a try.""],""added_content"":[""4619"",""CLOUD, getContent, 297ms"",""Easier than I thought user friendly"",""Ms42"",""y_2019, m_12, d_2, h_2"",""An inviting and user friendly experience I was able to work through the process stress less a well constructed program"",""co_hasreviews, tv_116, tr_4503"",""Date published: 2019-11-30""],""content_changed"":true},{""url"":""https://www.aami.com.au/home-insurance.html"",""removed_content"":[""y_2019, m_12, d_1, h_2"",""CLOUD, getContent, 7ms""],""added_content"":[""CLOUD, getContent, 9ms"",""y_2019, m_12, d_3, h_2""],""content_changed"":true},{""url"":""https://www.aami.com.au/health-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.aami.com.au/travel-insurance.html"",""removed_content"":[""bvseo-msg: userAgent in BVParameters is null."","";Configuration error - pageURI contains invalid characters, correct or encode URI."","";Configuration error - baseURI contains invalid characters, correct or encode URI."",""CLOUD, getContent, 1ms"","";""],""added_content"":[""Was happy that there was discount for being an existing AAMI member"",""is rated"",""bvseo_bulk, prod_bvrr, vn_bulk_3.0.3"",""Date published: 2019-11-26"",""cp_1, bvpage1"",""We are long time AAMI customers and have never had any issue claiming in the past which was the main factor in taking out AAMI travel insurance."",""hens1123"",""from"",""3"",""Satisfied with the overall experience and short duration"",""Date published: 2019-11-19"",""Rajy"",""Quick , easy and well priced"",""Rated"",""4.6"",""Date published: 2019-11-28"",""4"",""co_hasreviews, tv_1, tr_703"",""highly receommend"",""Easy to follow"",""loc_en_AU, sid_in.aami.travel.buy, prod, sort_[SortEntry(order=SUBMISSION_TIME, direction=DESCENDING)]"",""Easier and cheaper than expected"",""Super easy to take out travel insurance , the price was very competitive."",""happy family traveller"",""It is easy to use"",""AAMI Travel Insurance Reviews - page 2"",""Date published: 2019-11-21"",""easy transaction, use for all trips, had to claim one time and the trasnsaction was seemless, freindly and understanding staff."",""704"",""The doc"",""Quick and easy"",""Date published: 2019-11-18"",""Would prefer to be able to quote with better pricing for being a member with aami for other products"",""Izzy1109"",""CLOUD, getContent, 369ms"",""by"",""out of"",""AAMI Travel Insurance"",""continue using AAMI in future"",""5"",""fantastic product"",""Probably should of done a price comparison."",""Date published: 2019-11-25"",""Very happy with how simple and user friemdly the interface was"",""Brieannan"",""Simple, user friendly system"",""Happy with service provided."",""Simple"",""Jayson98"",""CHEFF"",""Click and go."",""clientName_aami"",""y_2019, m_12, d_3, h_2""],""content_changed"":true},{""url"":""https://www.aami.com.au/travel-insurance.html"",""removed_content"":[""bvseo-msg: userAgent in BVParameters is null."","";Configuration error - pageURI contains invalid characters, correct or encode URI."","";Configuration error - baseURI contains invalid characters, correct or encode URI."",""CLOUD, getContent, 1ms"","";""],""added_content"":[""Was happy that there was discount for being an existing AAMI member"",""is rated"",""bvseo_bulk, prod_bvrr, vn_bulk_3.0.3"",""Date published: 2019-11-26"",""cp_1, bvpage1"",""We are long time AAMI customers and have never had any issue claiming in the past which was the main factor in taking out AAMI travel insurance."",""hens1123"",""from"",""3"",""Satisfied with the overall experience and short duration"",""Date published: 2019-11-19"",""Rajy"",""Quick , easy and well priced"",""Rated"",""4.6"",""Date published: 2019-11-28"",""4"",""co_hasreviews, tv_1, tr_703"",""highly receommend"",""Easy to follow"",""loc_en_AU, sid_in.aami.travel.buy, prod, sort_[SortEntry(order=SUBMISSION_TIME, direction=DESCENDING)]"",""Easier and cheaper than expected"",""Super easy to take out travel insurance , the price was very competitive."",""happy family traveller"",""It is easy to use"",""AAMI Travel Insurance Reviews - page 2"",""Date published: 2019-11-21"",""easy transaction, use for all trips, had to claim one time and the trasnsaction was seemless, freindly and understanding staff."",""704"",""The doc"",""Quick and easy"",""Date published: 2019-11-18"",""Would prefer to be able to quote with better pricing for being a member with aami for other products"",""Izzy1109"",""CLOUD, getContent, 369ms"",""by"",""out of"",""AAMI Travel Insurance"",""continue using AAMI in future"",""5"",""fantastic product"",""Probably should of done a price comparison."",""Date published: 2019-11-25"",""Very happy with how simple and user friemdly the interface was"",""Brieannan"",""Simple, user friendly system"",""Happy with service provided."",""Simple"",""Jayson98"",""CHEFF"",""Click and go."",""clientName_aami"",""y_2019, m_12, d_3, h_2""],""content_changed"":true},{""url"":""https://www.aami.com.au/life-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.aami.com.au/business-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
4/12/19,Bingle,No Change,"[{""url"":""https://www.bingle.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
4/12/19,Real Insurance,Change,"[{""url"":""https://www.realinsurance.com.au"",""removed_content"":[""4,464""],""added_content"":[""UTM Campaign"",""Email"",""4,473"",""*""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/car-insurance"",""removed_content"":[""572"",""Although trading in a car could leave you with less money than a private sale, the efficiency of this fast and easy process can out-weigh such factors as the dealer handles the entire transaction."",""Therefore, following the tips below can help maximise your personal gain from a trade-in and reduce any time wasting, leaving you with a sold car in no time.""],""added_content"":[""Next"",""Previous"",""*"",""UTM Campaign"",""Email"",""Although trading in a car could leave you with less money than a private sale, the…"",""578""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/home-insurance"",""removed_content"":[""109""],""added_content"":[""Next"",""Previous"",""*"",""UTM Campaign"",""Email"",""112""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/landlords-insurance"",""removed_content"":[],""added_content"":[""UTM Campaign"",""Email"",""*""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/life-insurance"",""removed_content"":[],""added_content"":[""Next"",""Previous"",""*"",""$1,000,000"",""UTM Campaign""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/income-protection-insurance"",""removed_content"":[""346"",""4.5""],""added_content"":[""Next"",""Previous"",""4.3"",""*"",""UTM Campaign"",""334""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/pet-insurance"",""removed_content"":[],""added_content"":[""Next"",""Previous"",""*"",""UTM Campaign"",""Email""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/funeral-insurance"",""removed_content"":[],""added_content"":[""Next"",""Previous"",""*"",""UTM Campaign"",""Email""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/travel-insurance"",""removed_content"":[""There are some interesting alternative experiences that make also make the list of top experiences for Aussie travellers.""],""added_content"":[""Next"",""Previous"",""*"",""UTM Campaign"",""Email"",""There are some interesting alternative experiences that make also make the…""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/bike-insurance"",""removed_content"":[""While many home and contents insurance policies offer some basic cover for bicycles, the cover is often limited, and you may be surprised about what cover you actually have for your bicycle.""],""added_content"":[""Next"",""Previous"",""*"",""UTM Campaign"",""Email"",""While many home and contents insurance policies offer some basic cover for bicycles, the cover is often limited, and you may be surprised…""],""content_changed"":true}]"
